#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,V,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,#,.,.,.,.,.,.,.,.,.,.,.,#
#,V,V,V,#,R,R,R,R,R,R,=,C,C,C,C,=,W,W,W,=,.,.,.,.,.,.,.,.,.,.,.,#
#,V,V,V,#,R,R,R,R,R,R,=,C,C,C,C,=,W,W,W,=,P,.,.,.,.,.,.,.,.,.,.,#
#,V,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,#,K,K,K,K,K,K,K,K,K,K,.,#
#,V,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,#,.,.,.,.,.,.,.,.,.,.,.,#
#,V,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,#,.,.,.,.,.,.,.,.,.,.,.,#
#,V,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,#,.,.,.,.,.,.,.,.,.,.,.,#
#,V,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,#,.,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,@,@,@,@,@,@,@,@,@,K,K,K,K,K,K,K,K,K,K,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,.,.,#
#,B,B,.,B,B,.,B,B,.,B,B,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,S,.,@
#,B,B,.,B,B,.,B,B,.,B,B,.,.,#,#,#,#,#,#,#,#,.,.,.,.,.,.,.,.,.,.,@
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,@
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,@
#,B,B,.,B,B,.,B,B,.,B,B,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
#,B,B,.,B,B,.,B,B,.,B,B,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,L,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,L,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,G,.,T,T,@,.,.,.,.,.,.,.,.,.,L,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,G,.,.,.,@,.,.,.,.,.,.,.,.,.,L,#
#,B,B,.,B,B,.,B,B,.,B,B,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,L,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
#,B,B,.,B,B,.,B,B,.,B,B,.,.,#,.,.,.,.,T,T,#,.,Q,.,Q,.,.,Q,.,Q,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,G,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,G,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
#,B,B,.,B,B,.,B,B,.,B,B,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,#,.,.,.,.,.,.,#,.,.,.,.,.,.,.,.,.,L,#
#,B,B,.,B,B,.,B,B,.,B,B,.,.,#,#,#,#,#,#,#,#,.,.,.,.,.,.,.,.,.,L,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,L,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,L,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,L,#
#,.,.,.,B,B,.,B,B,.,B,B,.,.,.,.,.,.,.,.,.,@,.,.,.,.,.,.,.,.,.,.,#
@,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Y,Y,Y,Y,Y,Y,@,.,.,.,.,.,.,.,.,.,.,#
@,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,L,.,.,.,.,.,.,.,.,.,#
@,.,.,.,B,B,.,B,B,.,B,B,.,.,.,.,.,.,.,.,.,@,L,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,L,.,.,.,.,.,.,.,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,L,.,Z,Z,Z,Z,Z,Z,.,.,#
#,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,@,.,Z,.,.,.,.,.,.,Z,.,#
#,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,W,#,@,.,Z,.,.,.,.,.,.,Z,.,#
#,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,W,#,.,.,Z,.,.,.,.,.,.,Z,.,#
#,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,W,#,.,.,Z,.,.,.,.,.,.,Z,.,#
#,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,W,#,.,.,.,Z,Z,Z,Z,Z,Z,.,.,#
#,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,W,#,.,L,.,.,.,.,.,.,.,.,.,#
#,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,W,#,.,L,.,.,.,.,.,.,.,.,.,#
#,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,W,#,.,L,.,.,.,.,.,.,.,.,.,#
#,V,V,#,R,R,R,R,R,R,#,C,C,C,C,#,W,W,W,W,#,.,.,.,.,.,.,.,.,.,.,.,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
